"Year","Tournament","Round","Player","Opponent","WL_P1","Set_1","Set_2","Set_3","Set_4","Set_5"
2016,"Marseille Masters 250","Q","Tomas Berdych","David Goffin","W","6-3","6-4","","",""
2012,"US Open","R128","Tomas Berdych","David Goffin","W","7-5","6-3","6-3","",""
2015,"Monte Carlo Masters","S","Tomas Berdych","Gael Monfils","W","6-1","6-4","","",""
2015,"Miami Open","R16","Tomas Berdych","Gael Monfils","W","6-3","3-2 RET","","",""
2015,"Rotterdam Masters 500","Q","Tomas Berdych","Gael Monfils","W","6-1","6-4","","",""
2013,"French Open","R128","Tomas Berdych","Gael Monfils","L","6-7","4-6","7-6","7-6","5-7"
2012,"Madrid Open","R16","Tomas Berdych","Gael Monfils","W","6-1","6-1","","",""
2012,"Montpellier Masters 250","F","Tomas Berdych","Gael Monfils","W","6-2","4-6","6-3","",""
2008,"Dubai Masters 500","R32","Tomas Berdych","Gael Monfils","W","6-3","6-2","","",""
2014,"US Open","R16","Tomas Berdych","Dominic Thiem","W","6-1","6-2","6-4","",""
2015,"Madrid Open","Q","Tomas Berdych","John Isner","W","3-6","7-6","7-6","",""
2014,"Beijing Masters 500","Q","Tomas Berdych","John Isner","W","6-1","6-4","","",""
2014,"French Open","R16","Tomas Berdych","John Isner","W","6-4","6-4","6-4","",""
2014,"Miami Open","R16","Tomas Berdych","John Isner","W","6-3","7-5","","",""
2013,"Beijing Masters 500","Q","Tomas Berdych","John Isner","W","7-5","6-2","","",""
2012,"Winston-Salem Masters 250","F","Tomas Berdych","John Isner","L","6-3","4-6","6-7","",""
2010,"French Open","R32","Tomas Berdych","John Isner","W","6-2","6-2","6-1","",""
2009,"Washington Masters 500","Q","Tomas Berdych","John Isner","L","3-6","7-6","2-6","",""
2016,"Australian Open","R16","Tomas Berdych","Roberto Bautista Agut","W","4-6","6-4","6-3","1-6","6-3"
2015,"Monte Carlo Masters","R16","Tomas Berdych","Roberto Bautista Agut","W","7-6","6-4","","",""
2014,"French Open","R32","Tomas Berdych","Roberto Bautista Agut","W","6-1","6-2","6-7","6-4",""
2014,"Indian Wells Masters","R64","Tomas Berdych","Roberto Bautista Agut","L","6-4","2-6","4-6","",""
2013,"Bangkok Masters 250","R16","Tomas Berdych","Roberto Bautista Agut","W","6-3","6-3","","",""
2013,"Chennai Masters 250","Q","Tomas Berdych","Roberto Bautista Agut","L","5-7","6-2","3-6","",""
2013,"Chennai Masters 250","Q","Tomas Berdych","Roberto Bautista Agut","L","5-7","6-2","3-6","",""
2015,"Shanghai Masters","R16","Tomas Berdych","Gilles Simon","W","6-3","6-3","","",""
2015,"Wimbledon","R16","Tomas Berdych","Gilles Simon","L","3-6","3-6","2-6","",""
2015,"Rotterdam Masters 500","S","Tomas Berdych","Gilles Simon","W","6-2","6-1","","",""
2014,"Shanghai Masters","Q","Tomas Berdych","Gilles Simon","L","6-7","6-4","0-6","",""
2013,"Bangkok Masters 250","S","Tomas Berdych","Gilles Simon","W","6-7","6-2","7-5","",""
2012,"Paris Masters","Q","Tomas Berdych","Gilles Simon","L","4-6","4-6","","",""
2009,"Valencia Masters 500","R16","Tomas Berdych","Gilles Simon","L","4-6","6-4","3-6","",""
2009,"Shanghai Masters","R16","Tomas Berdych","Gilles Simon","L","3-6","4-6","","",""
2008,"Sydney Masters 250","R16","Tomas Berdych","Gilles Simon","W","7-6","6-2","","",""
2006,"Monte Carlo Masters","R32","Tomas Berdych","Gilles Simon","L","6-7","7-6","4-6","",""
2006,"Australian Open","R64","Tomas Berdych","Gilles Simon","L","3-6","2-6","6-4","2-6",""
2014,"Paris Masters","Q","Tomas Berdych","Kevin Anderson","W","6-7","6-4","6-4","",""
2014,"Madrid Open","R32","Tomas Berdych","Kevin Anderson","W","6-1","6-4","","",""
2014,"Australian Open","R16","Tomas Berdych","Kevin Anderson","W","6-2","6-2","6-3","",""
2013,"Wimbledon","R32","Tomas Berdych","Kevin Anderson","W","3-6","6-3","6-4","7-5",""
2013,"Italian Open","R16","Tomas Berdych","Kevin Anderson","W","7-5","6-2","","",""
2013,"Madrid Open","R16","Tomas Berdych","Kevin Anderson","W","7-6","7-5","","",""
2013,"Indian Wells Masters","Q","Tomas Berdych","Kevin Anderson","W","6-4","6-4","","",""
2013,"Australian Open","R16","Tomas Berdych","Kevin Anderson","W","6-3","6-2","7-6","",""
2012,"Paris Masters","R16","Tomas Berdych","Kevin Anderson","W","1-6","6-3","6-4","",""
2012,"French Open","R32","Tomas Berdych","Kevin Anderson","W","6-4","3-6","6-7","6-4","6-4"
2012,"Madrid Open","R32","Tomas Berdych","Kevin Anderson","W","6-4","6-3","","",""
2012,"Australian Open","R32","Tomas Berdych","Kevin Anderson","W","7-6","7-6","6-1","",""
2016,"Dubai Masters 500","Q","Tomas Berdych","Nick Kyrgios","L","4-6","4-6","","",""
2016,"Marseille Masters 250","S","Tomas Berdych","Nick Kyrgios","L","4-6","2-6","","",""
2016,"Australian Open","R32","Tomas Berdych","Nick Kyrgios","W","6-3","6-4","1-6","6-4",""
2015,"French Open","R32","Tomas Berdych","Benoit Paire","W","6-1","6-7","6-3","6-4",""
2012,"Tokyo Masters 500","R32","Tomas Berdych","Benoit Paire","W","6-1","7-6","","",""
2015,"Miami Open","R32","Tomas Berdych","Bernard Tomic","W","6-7","7-6","6-1","",""
2015,"Australian Open","R16","Tomas Berdych","Bernard Tomic","W","6-2","7-6","6-2","",""
2014,"Wimbledon","R64","Tomas Berdych","Bernard Tomic","W","4-6","7-6","7-6","6-1",""
2013,"Wimbledon","R16","Tomas Berdych","Bernard Tomic","W","7-6","6-7","6-4","6-4",""
2014,"Paris Masters","R16","Tomas Berdych","Feliciano Lopez","W","7-5","6-3","","",""
2014,"Beijing Masters 500","R32","Tomas Berdych","Feliciano Lopez","W","6-1","6-2","","",""
2014,"Canadian Open","R16","Tomas Berdych","Feliciano Lopez","L","6-3","3-6","4-6","",""
2014,"London Masters 250","Q","Tomas Berdych","Feliciano Lopez","L","4-6","6-7","","",""
2013,"Shanghai Masters","R32","Tomas Berdych","Feliciano Lopez","W","7-6","6-2","","",""
2011,"Shanghai Masters","R16","Tomas Berdych","Feliciano Lopez","L","4-6","4-6","","",""
2010,"Monte Carlo Masters","R64","Tomas Berdych","Feliciano Lopez","W","6-3","6-1","","",""
2008,"Dubai Masters 500","R16","Tomas Berdych","Feliciano Lopez","L","2-6","5-7","","",""
2007,"Basel Masters 250","R32","Tomas Berdych","Feliciano Lopez","W","7-6","3-6","6-3","",""
2007,"Stuttgart Masters 500","R16","Tomas Berdych","Feliciano Lopez","L","0-6","3-6","","",""
2006,"French Open","R128","Tomas Berdych","Feliciano Lopez","W","6-2","6-4","6-3","",""
2015,"Australian Open","R32","Tomas Berdych","Viktor Troicki","W","6-4","6-3","6-4","",""
2014,"Beijing Masters 500","R16","Tomas Berdych","Viktor Troicki","W","6-3","6-4","","",""
2012,"Halle Masters 250","R16","Tomas Berdych","Viktor Troicki","W","6-3","6-2","","",""
2011,"Halle Masters 250","Q","Tomas Berdych","Viktor Troicki","W","7-6","6-1","","",""
2010,"Indian Wells Masters","R16","Tomas Berdych","Viktor Troicki","W","6-1","6-3","","",""
2009,"Indian Wells Masters","R64","Tomas Berdych","Viktor Troicki","L","3-6","1-6","","",""
2015,"Beijing Masters 500","R32","Tomas Berdych","Pablo Cuevas","L","4-6","4-6","","",""
2014,"Dubai Masters 500","S","Tomas Berdych","Philipp Kohlschreiber","W","7-5","7-5","","",""
2012,"Montpellier Masters 250","S","Tomas Berdych","Philipp Kohlschreiber","W","6-3","6-4","","",""
2011,"Beijing Masters 500","R16","Tomas Berdych","Philipp Kohlschreiber","W","6-2","6-0","","",""
2011,"Australian Open","R64","Tomas Berdych","Philipp Kohlschreiber","W","4-6","6-2","6-3","6-4",""
2009,"Canadian Open","R64","Tomas Berdych","Philipp Kohlschreiber","L","6-7","7-6","4-6","",""
2006,"Adelaide Masters 250","Q","Tomas Berdych","Philipp Kohlschreiber","W","6-1","6-4","","",""
2005,"US Open","R128","Tomas Berdych","Philipp Kohlschreiber","W","7-6","7-6","6-4","",""
2005,"Stuttgart Masters 500","R32","Tomas Berdych","Philipp Kohlschreiber","W","7-6","1-6","6-3","",""
2015,"Stockholm Masters 250","F","Tomas Berdych","Jack Sock","W","7-6","6-2","","",""
2015,"Shanghai Masters","R32","Tomas Berdych","Jack Sock","W","7-6","4-6","6-4","",""
2015,"Cincinnati Masters","Q","Tomas Berdych","Alexandr Dolgopolov","L","4-6","2-6","","",""
2014,"Miami Open","Q","Tomas Berdych","Alexandr Dolgopolov","W","6-4","7-6","","",""
2013,"Canadian Open","R32","Tomas Berdych","Alexandr Dolgopolov","W","6-3","6-4","","",""
2011,"Canadian Open","R32","Tomas Berdych","Alexandr Dolgopolov","W","4-6","6-2","6-3","",""
2010,"Canadian Open","R16","Tomas Berdych","Alexandr Dolgopolov","W","6-3","6-7","6-4","",""
2015,"Halle Masters 500","Q","Tomas Berdych","Ivo Karlovic","L","5-7","7-6","3-6","",""
2014,"Shanghai Masters","R16","Tomas Berdych","Ivo Karlovic","W","6-3","6-4","","",""
2014,"Doha Masters 250","R32","Tomas Berdych","Ivo Karlovic","L","6-7","6-7","","",""
2013,"Basel Masters 500","R32","Tomas Berdych","Ivo Karlovic","L","6-4","6-7","6-7","",""
2011,"Canadian Open","R16","Tomas Berdych","Ivo Karlovic","W","6-3","7-6","","",""
2008,"Rotterdam Masters 500","R16","Tomas Berdych","Ivo Karlovic","L","4-6","4-6","","",""
2007,"Basel Masters 250","Q","Tomas Berdych","Ivo Karlovic","L","7-6","6-7","6-7","",""
2007,"Bangkok Masters 250","Q","Tomas Berdych","Ivo Karlovic","W","7-5","6-4","","",""
2016,"Dubai Masters 500","R32","Tomas Berdych","Joao Sousa","W","6-1","6-4","","",""
2014,"Miami Open","R32","Tomas Berdych","Joao Sousa","W","6-2","6-4","","",""
2015,"Italian Open","R16","Tomas Berdych","Fabio Fognini","W","6-3","3-6","7-6","",""
2013,"Monte Carlo Masters","R16","Tomas Berdych","Fabio Fognini","L","4-6","2-6","","",""
2011,"US Open","R64","Tomas Berdych","Fabio Fognini","W","7-5","6-0","6-0","",""
2009,"Monte Carlo Masters","R64","Tomas Berdych","Fabio Fognini","L","6-1","3-6","3-6","",""
2015,"Wimbledon","R128","Tomas Berdych","Jeremy Chardy","W","6-2","6-7","7-6","7-6",""
2015,"Dubai Masters 500","R32","Tomas Berdych","Jeremy Chardy","W","7-6","6-4","","",""
2011,"Dubai Masters 500","R32","Tomas Berdych","Jeremy Chardy","W","6-2","6-3","","",""
2009,"Munich Masters 250","S","Tomas Berdych","Jeremy Chardy","W","6-1","5-7","6-2","",""
2016,"Miami Open","R32","Tomas Berdych","Steve Johnson","W","6-3","6-7","6-3","",""
2015,"Indian Wells Masters","R32","Tomas Berdych","Steve Johnson","W","6-4","6-2","","",""
2015,"Stockholm Masters 250","Q","Tomas Berdych","Grigor Dimitrov","W","7-5","6-4","","",""
2014,"Stockholm Masters 250","F","Tomas Berdych","Grigor Dimitrov","W","5-7","6-4","6-4","",""
2014,"Italian Open","R16","Tomas Berdych","Grigor Dimitrov","L","7-6","2-6","2-6","",""
2014,"Madrid Open","R16","Tomas Berdych","Grigor Dimitrov","W","3-6","6-3","6-2","",""
2012,"Miami Open","R32","Tomas Berdych","Grigor Dimitrov","L","3-6","6-2","4-6","",""
2009,"Rotterdam Masters 500","R32","Tomas Berdych","Grigor Dimitrov","L","6-4","3-6","4-6","",""
2013,"Miami Open","R16","Tomas Berdych","Sam Querrey","W","6-1","6-1","","",""
2012,"Shanghai Masters","R16","Tomas Berdych","Sam Querrey","W","6-2","6-7","6-4","",""
2012,"US Open","R32","Tomas Berdych","Sam Querrey","W","6-7","6-4","6-3","6-2",""
2012,"Winston-Salem Masters 250","S","Tomas Berdych","Sam Querrey","W","6-4","6-3","","",""
2008,"US Open","R128","Tomas Berdych","Sam Querrey","L","3-6","1-6","2-6","",""
2008,"Miami Open","R64","Tomas Berdych","Sam Querrey","W","6-1","6-2","","",""
2015,"Cincinnati Masters","R32","Tomas Berdych","Thomaz Bellucci","W","6-2","6-3","","",""
2011,"Madrid Open","Q","Tomas Berdych","Thomaz Bellucci","L","6-7","3-6","","",""
2011,"Indian Wells Masters","R32","Tomas Berdych","Thomaz Bellucci","W","6-3","6-2","","",""
2010,"Brisbane Masters 250","Q","Tomas Berdych","Thomaz Bellucci","W","7-6","2-6","7-6","",""
2015,"Stockholm Masters 250","S","Tomas Berdych","Marcos Baghdatis","W","6-1","0-0 RET","","",""
2012,"Rotterdam Masters 500","R16","Tomas Berdych","Marcos Baghdatis","W","3-0 RET","","","",""
2010,"Cincinnati Masters","R16","Tomas Berdych","Marcos Baghdatis","L","5-7","4-6","","",""
2010,"Brisbane Masters 250","R16","Tomas Berdych","Marcos Baghdatis","W","6-0","6-1","","",""
2007,"Halle Masters 250","F","Tomas Berdych","Marcos Baghdatis","W","7-5","6-4","","",""
2006,"Indian Wells Masters","R16","Tomas Berdych","Marcos Baghdatis","L","4-6","1-6","","",""
2016,"Indian Wells Masters","R32","Tomas Berdych","Borna Coric","W","6-1","7-6","","",""
2015,"Halle Masters 500","R16","Tomas Berdych","Borna Coric","W","6-3","6-2","","",""
2015,"Rotterdam Masters 500","R16","Tomas Berdych","Andreas Seppi","W","6-0","3-6","6-3","",""
2015,"Doha Masters 250","S","Tomas Berdych","Andreas Seppi","W","6-2","6-3","","",""
2014,"Rotterdam Masters 500","R32","Tomas Berdych","Andreas Seppi","W","6-3","6-3","","",""
2012,"Paris Masters","R32","Tomas Berdych","Andreas Seppi","W","7-6","6-2","","",""
2012,"Shanghai Masters","R32","Tomas Berdych","Andreas Seppi","W","6-3","6-3","","",""
2012,"Rotterdam Masters 500","Q","Tomas Berdych","Andreas Seppi","W","6-3","6-4","","",""
2008,"Cincinnati Masters","R32","Tomas Berdych","Andreas Seppi","L","7-5","5-7","5-7","",""
2005,"Palermo Masters 250","R32","Tomas Berdych","Andreas Seppi","L","6-4","4-6","4-6","",""
2004,"Palermo Masters 250","Q","Tomas Berdych","Andreas Seppi","W","6-2","6-4","","",""
2016,"Marseille Masters 250","R16","Tomas Berdych","Alexander Zverev","W","6-3","3-6","7-5","",""
2015,"Stockholm Masters 250","R16","Tomas Berdych","Alexander Zverev","W","6-3","6-4","","",""
2014,"Beijing Masters 500","S","Tomas Berdych","Martin Klizan","W","6-4","6-1","","",""
2014,"US Open","R64","Tomas Berdych","Martin Klizan","W","6-3","4-6","6-2","3-6","6-3"
2013,"Wimbledon","R128","Tomas Berdych","Martin Klizan","W","6-3","6-4","6-4","",""
2014,"Washington Masters 500","R16","Tomas Berdych","Vasek Pospisil","L","2-6","4-6","","",""
2013,"Canadian Open","R16","Tomas Berdych","Vasek Pospisil","L","5-7","6-2","6-7","",""
2013,"Shanghai Masters","R16","Tomas Berdych","Nicolas Almagro","L","7-6","3-6","6-7","",""
2012,"Stockholm Masters 250","S","Tomas Berdych","Nicolas Almagro","W","6-3","6-2","","",""
2012,"US Open","R16","Tomas Berdych","Nicolas Almagro","W","7-6","6-4","6-1","",""
2012,"Italian Open","R16","Tomas Berdych","Nicolas Almagro","W","7-6","6-3","","",""
2012,"Indian Wells Masters","R16","Tomas Berdych","Nicolas Almagro","L","4-6","0-6","","",""
2012,"Australian Open","R16","Tomas Berdych","Nicolas Almagro","W","4-6","7-6","7-6","7-6",""
2011,"Cincinnati Masters","R16","Tomas Berdych","Nicolas Almagro","W","6-2","6-2","","",""
2011,"Nice Masters 250","S","Tomas Berdych","Nicolas Almagro","L","4-6","4-6","","",""
2007,"Monte Carlo Masters","R64","Tomas Berdych","Nicolas Almagro","W","5-0 RET","","","",""
2006,"Bastad Masters 250","R32","Tomas Berdych","Nicolas Almagro","L","2-6","6-7","","",""
2005,"Bastad Masters 250","R16","Tomas Berdych","Nicolas Almagro","W","4-6","6-3","6-4","",""
2015,"Wimbledon","R64","Tomas Berdych","Nicolas Mahut","W","6-1","6-4","6-4","",""
2014,"Rotterdam Masters 500","R16","Tomas Berdych","Nicolas Mahut","W","6-4","6-3","","",""
2012,"Miami Open","R64","Tomas Berdych","Nicolas Mahut","W","7-5","6-1","","",""
2012,"Montpellier Masters 250","Q","Tomas Berdych","Nicolas Mahut","W","6-3","6-4","","",""
2008,"Bangkok Masters 250","Q","Tomas Berdych","Nicolas Mahut","W","7-6","6-3","","",""
2004,"Australian Open","R128","Tomas Berdych","Nicolas Mahut","W","6-4","6-2","5-7","6-3",""
2014,"Estoril/Oeiras Masters 250","Q","Tomas Berdych","Leonardo Mayer","W","3-6","6-4","6-4","",""
2012,"Barcelona Masters 500","S","David Ferrer","Milos Raonic","W","7-6","7-6","","",""
2011,"Shanghai Masters","R32","David Ferrer","Milos Raonic","W","7-5","7-6","","",""
2011,"Monte Carlo Masters","R16","David Ferrer","Milos Raonic","W","6-1","6-3","","",""
2011,"Australian Open","R16","David Ferrer","Milos Raonic","W","4-6","6-2","6-3","6-4",""
2015,"French Open","R16","David Ferrer","Marin Cilic","W","6-2","6-2","6-4","",""
2010,"Madrid Open","R16","David Ferrer","Marin Cilic","W","6-3","6-2","","",""
2009,"Cincinnati Masters","R32","David Ferrer","Marin Cilic","W","7-6","6-2","","",""
2009,"Miami Open","R32","David Ferrer","Marin Cilic","W","3-6","6-3","6-4","",""
2009,"Australian Open","R32","David Ferrer","Marin Cilic","L","6-7","3-6","4-6","",""
2015,"Italian Open","R32","David Ferrer","Richard Gasquet","W","6-4","7-5","","",""
2013,"Beijing Masters 500","Q","David Ferrer","Richard Gasquet","L","3-6","4-6","","",""
2013,"US Open","Q","David Ferrer","Richard Gasquet","L","3-6","1-6","6-4","6-2","3-6"
2012,"US Open","R16","David Ferrer","Richard Gasquet","W","7-5","7-6","6-4","",""
2012,"Italian Open","Q","David Ferrer","Richard Gasquet","W","7-6","6-3","","",""
2012,"Australian Open","R16","David Ferrer","Richard Gasquet","W","6-4","6-4","6-1","",""
2009,"Shanghai Masters","R64","David Ferrer","Richard Gasquet","W","6-4","6-3","","",""
2009,"Dubai Masters 500","S","David Ferrer","Richard Gasquet","W","6-2","6-2","","",""
2008,"Canadian Open","R16","David Ferrer","Richard Gasquet","L","3-6","3-6","","",""
2007,"ATP WT Finals","RR","David Ferrer","Richard Gasquet","W","6-1","6-1","","",""
2007,"Tokyo Masters 500","F","David Ferrer","Richard Gasquet","W","6-1","6-2","","",""
2004,"Stuttgart Masters 500","R16","David Ferrer","Richard Gasquet","W","6-4","6-2","","",""
2015,"Italian Open","Q","David Ferrer","David Goffin","W","6-2","4-6","6-3","",""
2014,"Paris Masters","R32","David Ferrer","David Goffin","W","6-3","2-6","6-3","",""
2015,"Vienna Masters 500","S","David Ferrer","Gael Monfils","W","7-6","7-5","","",""
2013,"Valencia Masters 500","R32","David Ferrer","Gael Monfils","W","6-3","6-2","","",""
2013,"Auckland Masters 250","S","David Ferrer","Gael Monfils","W","6-1","6-2","","",""
2011,"French Open","R16","David Ferrer","Gael Monfils","L","4-6","6-2","5-7","6-1","6-8"
2008,"French Open","Q","David Ferrer","Gael Monfils","L","3-6","6-3","3-6","1-6",""
2016,"Rio de Janeiro Masters 500","Q","David Ferrer","Dominic Thiem","L","3-6","2-6","","",""
2016,"Australian Open","R16","David Ferrer","John Isner","W","6-4","6-4","7-5","",""
2015,"Paris Masters","Q","David Ferrer","John Isner","W","6-3","6-7","6-2","",""
2014,"Madrid Open","R16","David Ferrer","John Isner","W","6-4","6-4","","",""
2011,"Paris Masters","Q","David Ferrer","John Isner","L","3-6","6-3","3-6","",""
2009,"Miami Open","R64","David Ferrer","John Isner","W","6-3","3-6","6-2","",""
2007,"New Haven Masters 250","R32","David Ferrer","John Isner","W","6-7","6-2","6-2","",""
2007,"Cincinnati Masters","R64","David Ferrer","John Isner","W","7-6","6-3","","",""
2013,"US Open","R64","David Ferrer","Roberto Bautista Agut","W","6-3","6-7","6-1","6-2",""
2013,"Wimbledon","R64","David Ferrer","Roberto Bautista Agut","W","6-3","3-6","7-6","7-5",""
2015,"Monte Carlo Masters","R16","David Ferrer","Gilles Simon","W","6-2","6-7","6-1","",""
2015,"Miami Open","R16","David Ferrer","Gilles Simon","W","7-6","6-0","","",""
2015,"Australian Open","R32","David Ferrer","Gilles Simon","W","6-2","7-5","5-7","7-6",""
2014,"US Open","R32","David Ferrer","Gilles Simon","L","3-6","6-3","1-6","3-6",""
2013,"Paris Masters","R16","David Ferrer","Gilles Simon","W","6-2","6-3","","",""
2012,"Italian Open","R16","David Ferrer","Gilles Simon","W","6-0","7-6","","",""
2011,"Cincinnati Masters","R16","David Ferrer","Gilles Simon","L","4-6","7-6","4-6","",""
2007,"Bastad Masters 250","Q","David Ferrer","Gilles Simon","W","6-1","6-0","","",""
2007,"Monte Carlo Masters","R64","David Ferrer","Gilles Simon","W","6-3","6-1","","",""
2014,"French Open","R16","David Ferrer","Kevin Anderson","W","6-3","6-3","6-7","6-1",""
2014,"Acapulco Masters 500","Q","David Ferrer","Kevin Anderson","L","6-2","2-4 RET","","",""
2013,"French Open","R16","David Ferrer","Kevin Anderson","W","6-3","6-1","6-1","",""
2013,"Indian Wells Masters","R64","David Ferrer","Kevin Anderson","L","6-3","4-6","3-6","",""
2012,"US Open","R128","David Ferrer","Kevin Anderson","W","6-4","6-2","7-6","",""
2013,"US Open","R128","David Ferrer","Nick Kyrgios","W","7-5","6-3","6-2","",""
2012,"s-Hertogenbosch Masters 250","S","David Ferrer","Benoit Paire","W","7-6","3-6","6-1","",""
2012,"French Open","R64","David Ferrer","Benoit Paire","W","6-3","6-3","6-2","",""
2011,"Wimbledon","R128","David Ferrer","Benoit Paire","W","6-4","6-4","6-4","",""
2015,"Shanghai Masters","R32","David Ferrer","Bernard Tomic","L","4-6","2-6","","",""
2015,"Indian Wells Masters","R32","David Ferrer","Bernard Tomic","L","5-7","4-6","","",""
2015,"Acapulco Masters 500","Q","David Ferrer","Bernard Tomic","W","6-4","3-6","6-1","",""
2014,"US Open","R64","David Ferrer","Bernard Tomic","W","WO","","","",""
2012,"Miami Open","R64","David Ferrer","Bernard Tomic","W","6-4","6-4","","",""
2010,"Kuala Lumpur Masters 250","R32","David Ferrer","Bernard Tomic","W","6-3","6-4","","",""
2015,"Kuala Lumpur Masters 250","F","David Ferrer","Feliciano Lopez","W","7-5","7-5","","",""
2014,"Acapulco Masters 500","R16","David Ferrer","Feliciano Lopez","W","7-6","6-2","","",""
2013,"French Open","R32","David Ferrer","Feliciano Lopez","W","6-1","7-5","6-4","",""
2012,"Barcelona Masters 500","Q","David Ferrer","Feliciano Lopez","W","6-7","7-6","6-3","",""
2011,"Shanghai Masters","S","David Ferrer","Feliciano Lopez","W","6-7","6-3","6-3","",""
2011,"Monte Carlo Masters","R32","David Ferrer","Feliciano Lopez","W","6-2","6-0","","",""
2009,"Shanghai Masters","R32","David Ferrer","Feliciano Lopez","L","6-4","5-7","1-6","",""
2009,"Monte Carlo Masters","R64","David Ferrer","Feliciano Lopez","W","6-2","6-3","","",""
2008,"Madrid Open","R32","David Ferrer","Feliciano Lopez","L","4-6","6-7","","",""
2008,"Dubai Masters 500","Q","David Ferrer","Feliciano Lopez","L","4-6","3-6","","",""
2007,"Madrid Open","R32","David Ferrer","Feliciano Lopez","L","6-7","5-7","","",""
2007,"Tokyo Masters 500","Q","David Ferrer","Feliciano Lopez","W","6-4","6-4","","",""
2006,"Stockholm Masters 250","R16","David Ferrer","Feliciano Lopez","L","6-3","3-6","2-6","",""
2006,"Hamburg Masters","R64","David Ferrer","Feliciano Lopez","W","6-4","6-2","","",""
2005,"New Haven Masters 250","S","David Ferrer","Feliciano Lopez","L","6-4","3-6","2-6","",""
2014,"Shenzhen Masters 250","R16","David Ferrer","Viktor Troicki","L","3-6","4-6","","",""
2011,"Monte Carlo Masters","Q","David Ferrer","Viktor Troicki","W","6-3","6-3","","",""
2009,"Canadian Open","R64","David Ferrer","Viktor Troicki","W","6-3","6-0","","",""
2016,"Buenos Aires Masters 250","Q","David Ferrer","Pablo Cuevas","W","6-4","1-6","6-3","",""
2010,"Bastad Masters 250","Q","David Ferrer","Pablo Cuevas","W","6-3","6-3","","",""
2010,"Acapulco Masters 500","Q","David Ferrer","Pablo Cuevas","W","7-5","6-4","","",""
2015,"Barcelona Masters 500","Q","David Ferrer","Philipp Kohlschreiber","W","6-3","7-6","","",""
2014,"Vienna Masters 250","S","David Ferrer","Philipp Kohlschreiber","W","6-3","2-6","7-6","",""
2014,"Cincinnati Masters","R32","David Ferrer","Philipp Kohlschreiber","W","6-7","7-6","7-6","",""
2013,"Italian Open","R16","David Ferrer","Philipp Kohlschreiber","W","WO","","","",""
2013,"Auckland Masters 250","F","David Ferrer","Philipp Kohlschreiber","W","7-6","6-1","","",""
2011,"Auckland Masters 250","Q","David Ferrer","Philipp Kohlschreiber","W","6-3","6-7","6-3","",""
2010,"Monte Carlo Masters","Q","David Ferrer","Philipp Kohlschreiber","W","7-5","7-6","","",""
2009,"Dubai Masters 500","R16","David Ferrer","Philipp Kohlschreiber","W","6-4","6-2","","",""
2009,"Auckland Masters 250","Q","David Ferrer","Philipp Kohlschreiber","W","WO","","","",""
2008,"Paris Masters","R32","David Ferrer","Philipp Kohlschreiber","L","3-6","2-6","","",""
2006,"Indian Wells Masters","R64","David Ferrer","Philipp Kohlschreiber","L","2-6","2-6","","",""
2005,"Miami Open","R128","David Ferrer","Philipp Kohlschreiber","W","6-2","7-6","","",""
2016,"Auckland Masters 250","S","David Ferrer","Jack Sock","L","6-3","1-6","2-6","",""
2013,"Stockholm Masters 250","R16","David Ferrer","Jack Sock","W","4-6","6-3","6-1","",""
2016,"Acapulco Masters 500","R16","David Ferrer","Alexandr Dolgopolov","L","4-6","4-6","","",""
2015,"Paris Masters","R32","David Ferrer","Alexandr Dolgopolov","W","6-2","6-2","","",""
2014,"Rio de Janeiro Masters 500","S","David Ferrer","Alexandr Dolgopolov","L","4-6","4-6","","",""
2014,"Doha Masters 250","R32","David Ferrer","Alexandr Dolgopolov","W","6-3","5-7","6-3","",""
2013,"Wimbledon","R32","David Ferrer","Alexandr Dolgopolov","W","6-7","7-6","2-6","6-1","6-2"
2012,"Valencia Masters 500","F","David Ferrer","Alexandr Dolgopolov","W","6-1","3-6","6-4","",""
2011,"Paris Masters","R16","David Ferrer","Alexandr Dolgopolov","W","6-3","6-2","","",""
2011,"Nice Masters 250","Q","David Ferrer","Alexandr Dolgopolov","L","4-6","6-1","5-7","",""
2011,"Acapulco Masters 500","S","David Ferrer","Alexandr Dolgopolov","W","5-7","6-1","6-1","",""
2010,"US Open","R128","David Ferrer","Alexandr Dolgopolov","W","6-2","6-2","6-3","",""
2010,"Cincinnati Masters","R64","David Ferrer","Alexandr Dolgopolov","W","3-6","6-3","6-4","",""
2015,"Doha Masters 250","S","David Ferrer","Ivo Karlovic","W","6-7","7-6","7-6","",""
2014,"Vienna Masters 250","Q","David Ferrer","Ivo Karlovic","W","7-6","6-4","","",""
2011,"Indian Wells Masters","R64","David Ferrer","Ivo Karlovic","L","6-7","3-6","","",""
2010,"Miami Open","R32","David Ferrer","Ivo Karlovic","W","7-6","6-3","","",""
2007,"Tokyo Masters 500","S","David Ferrer","Ivo Karlovic","W","7-6","6-3","","",""
2013,"Kuala Lumpur Masters 250","Q","David Ferrer","Joao Sousa","L","2-6","6-7","","",""
2015,"Vienna Masters 500","Q","David Ferrer","Fabio Fognini","W","6-4","6-2","","",""
2015,"Rio de Janeiro Masters 500","F","David Ferrer","Fabio Fognini","W","6-2","6-3","","",""
2014,"Buenos Aires Masters 250","F","David Ferrer","Fabio Fognini","W","6-4","6-3","","",""
